question_id,website_id,split,target_version,question_type,question,expected_behavior,retrieval_label,freshness_sensitive,source_page_type,version_a,version_b,snapshot_version,stale_case_id,conflict_id,gold_answer,gold_available,gold_derivation,supporting_chunk_ids,citation_required_document_ids,retrieval_needed
Q04770,W184,test,V02,requirement,What information is required before upgrade for reference HOS-10-789 in V02? Benchmark case TEST-HOS-10-789-11.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V02) is defined on the requirements page: Reference HOS-10-789-02-06-60679 governs the eligibility and requirements for Aurora Hospitality West. The facility workflow supports amenity access and records facility information under the West operating profile. Version 2 specifies a threshold of 60 units and a listed service value of 267 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 29 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-10-789-02-06-60679.",yes,requirement_doc,"[""W184_V02_P06_C1"", ""W184_V02_P06_C2""]","[""W184_V02_P06""]",yes
Q04771,W184,test,V03,stale,"If the index still contains V01 for HOS-10-789, can it safely answer a current question about package? Benchmark case TEST-HOS-10-789-12.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V01,V03,V01,ST0784,,"Stale: the index contains V01 while the current release is V03; selective refresh of the schedule page chunks [W184_V01_P07_C1, W184_V01_P07_C2, W184_V03_P07_C1, W184_V03_P07_C2] from V01 to V03 is required before answering.",yes,stale_case_linked,"[""W184_V01_P07_C1"", ""W184_V01_P07_C2"", ""W184_V03_P07_C1"", ""W184_V03_P07_C2""]","[""W184_V01_P07"", ""W184_V03_P07""]",yes
Q04772,W184,test,V04,conflict,"If an older security snapshot disagrees with the latest HOS-10-789 release about upgrade, which source should govern the answer? Benchmark case TEST-HOS-10-789-13.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security,V02,V04,V02,,CF0184,The latest authoritative security release (V04) governs; the older snapshot (V02) is superseded. Conflict resolution rule: prefer the current authoritative source and cite it.,yes,conflict_prefer_current,"[""W184_V04_P08_C1"", ""W184_V04_P08_C2""]","[""W184_V02_P08"", ""W184_V04_P08""]",yes
Q04773,W184,test,V05,multi_document,"For HOS-10-789, combine the services and support guidance to explain how upgrade is handled. Benchmark case TEST-HOS-10-789-14.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V05): services page says Reference HOS-10-789-05-09-64645 governs the available services for Aurora Hospitality West. The facility workflow supports check-in and records facility information under the West operating profile. Version 5 specifies a threshold of 76 units and a listed service value of 444 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 194 minutes. For check-in, the requester follows the site-specific verification route associated with reference HOS-10-789-05-09-64645. support page says Reference HOS-10-789-05-04-63080 governs the support procedure for Aurora Hospitality West. The package workflow supports checkout and records service information under the West operating profile. Version 5 specifies a threshold of 12 units and a listed service value of 142 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 77 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-10-789-05-04-63080.",yes,multi_document_services_support,"[""W184_V05_P09_C1"", ""W184_V05_P09_C2"", ""W184_V05_P04_C1"", ""W184_V05_P04_C2""]","[""W184_V05_P09"", ""W184_V05_P04""]",yes
Q04774,W184,test,V06,retrieval_control,Control HOS-10-789-15: what is 857 + 507? Benchmark case TEST-HOS-10-789-15.,Answer 1364 without corpus retrieval.,retrieval_not_needed,no,contact,,,,,,857 + 507 = 1364.,yes,retrieval_control_arithmetic,[],[],no
Q04775,W184,test,V07,freshness,"For Aurora Hospitality West (HOS-10-789), what is the current published value associated with package in version V07? Benchmark case TEST-HOS-10-789-16.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview,,,,,,"The current published value in V07 for the overview page: threshold 64 units, listed service value 379 units (reference HOS-10-789-07-01-64159, West profile).",yes,freshness_overview_doc,"[""W184_V07_P01_C1"", ""W184_V07_P01_C2""]","[""W184_V07_P01""]",yes
Q04776,W184,test,V08,historical,"In website HOS-10-789, what did the pricing guidance say in V08, and how is that different from the current release? Benchmark case TEST-HOS-10-789-17.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing,V08,,,,,"In V08 the pricing guidance was: Reference HOS-10-789-08-02-65481 governs the pricing and commercial terms for Aurora Hospitality West. The service workflow supports upgrade and records reservation information under the West operating profile. Version 8 specifies a threshold of 43 units and a listed service value of 438 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 125 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-10-789-08-02-65481. Difference from the current release (V10): workflow: 'service' -> 'reservation'; action1: 'upgrade' -> 'cancellation'; record: 'reservation' -> 'service'; th: '43' -> '86'; sv: '438' -> '351'; day: 'Thursday' -> 'Saturday'; time: '10:00' -> '12:00'; min: '125' -> '152'.",yes,historical_pricing_doc_and_diff,"[""W184_V08_P02_C1"", ""W184_V08_P02_C2""]","[""W184_V08_P02"", ""W184_V10_P02""]",yes
Q04777,W184,test,V09,comparison,"Between V08 and V09, what changed for the package workflow on HOS-10-789? Benchmark case TEST-HOS-10-789-18.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy,V08,V09,,,,Between V08 and V09 the policy page changed in: workflow: 'room' -> 'reservation'; action1: 'upgrade' -> 'amenity access'; record: 'room' -> 'reservation'; action2: 'amenity access' -> 'checkout'; th: '40' -> '22'; sv: '330' -> '76'; day: 'Tuesday' -> 'Wednesday'; time: '08:00' -> '09:00'; min: '76' -> '180'.,yes,comparison_policy_doc_diff,"[""W184_V08_P03_C1"", ""W184_V08_P03_C2"", ""W184_V09_P03_C1"", ""W184_V09_P03_C2""]","[""W184_V08_P03"", ""W184_V09_P03""]",yes
Q04778,W184,test,V10,change_detection,Which lifecycle change type should be assigned to the V10 update affecting upgrade on HOS-10-789? Benchmark case TEST-HOS-10-789-19.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support,V09,V10,,,,The V10 support update is classified as addition.,yes,change_detection_changes_lookup,"[""W184_V10_P04_C1"", ""W184_V10_P04_C2""]","[""W184_V10_P04""]",yes
Q04779,W184,test,V01,policy,What is the current operating rule for upgrade in the West profile of Aurora Hospitality West? Benchmark case TEST-HOS-10-789-20.,Use the latest authoritative policy content.,retrieval_needed,yes,faq,,,,,,"The current operating rule (V01) recorded on the FAQ page is: Reference HOS-10-789-01-05-59357 governs the frequently asked questions for Aurora Hospitality West. The reservation workflow supports upgrade and records guest information under the West operating profile. Version 1 specifies a threshold of 81 units and a listed service value of 208 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 155 minutes. For amenity access, the requester follows the site-specific verification route associated with reference HOS-10-789-01-05-59357.",yes,policy_faq_doc,"[""W184_V01_P05_C1"", ""W184_V01_P05_C2""]","[""W184_V01_P05""]",yes
Q04780,W184,test,V02,requirement,What information is required before upgrade for reference HOS-10-789 in V02? Benchmark case TEST-HOS-10-789-21.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V02) is defined on the requirements page: Reference HOS-10-789-02-06-60679 governs the eligibility and requirements for Aurora Hospitality West. The facility workflow supports amenity access and records facility information under the West operating profile. Version 2 specifies a threshold of 60 units and a listed service value of 267 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 29 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-10-789-02-06-60679.",yes,requirement_doc,"[""W184_V02_P06_C1"", ""W184_V02_P06_C2""]","[""W184_V02_P06""]",yes
Q04781,W184,test,V03,stale,"If the index still contains V01 for HOS-10-789, can it safely answer a current question about package? Benchmark case TEST-HOS-10-789-22.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V01,V03,V01,ST0784,,"Stale: the index contains V01 while the current release is V03; selective refresh of the schedule page chunks [W184_V01_P07_C1, W184_V01_P07_C2, W184_V03_P07_C1, W184_V03_P07_C2] from V01 to V03 is required before answering.",yes,stale_case_linked,"[""W184_V01_P07_C1"", ""W184_V01_P07_C2"", ""W184_V03_P07_C1"", ""W184_V03_P07_C2""]","[""W184_V01_P07"", ""W184_V03_P07""]",yes
Q04782,W184,test,V04,conflict,"If an older security snapshot disagrees with the latest HOS-10-789 release about upgrade, which source should govern the answer? Benchmark case TEST-HOS-10-789-23.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security,V02,V04,V02,,CF0184,The latest authoritative security release (V04) governs; the older snapshot (V02) is superseded. Conflict resolution rule: prefer the current authoritative source and cite it.,yes,conflict_prefer_current,"[""W184_V04_P08_C1"", ""W184_V04_P08_C2""]","[""W184_V02_P08"", ""W184_V04_P08""]",yes
Q04783,W184,test,V05,multi_document,"For HOS-10-789, combine the services and support guidance to explain how upgrade is handled. Benchmark case TEST-HOS-10-789-24.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V05): services page says Reference HOS-10-789-05-09-64645 governs the available services for Aurora Hospitality West. The facility workflow supports check-in and records facility information under the West operating profile. Version 5 specifies a threshold of 76 units and a listed service value of 444 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 194 minutes. For check-in, the requester follows the site-specific verification route associated with reference HOS-10-789-05-09-64645. support page says Reference HOS-10-789-05-04-63080 governs the support procedure for Aurora Hospitality West. The package workflow supports checkout and records service information under the West operating profile. Version 5 specifies a threshold of 12 units and a listed service value of 142 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 77 minutes. For upgrade, the requester follows the site-specific verification route associated with reference HOS-10-789-05-04-63080.",yes,multi_document_services_support,"[""W184_V05_P09_C1"", ""W184_V05_P09_C2"", ""W184_V05_P04_C1"", ""W184_V05_P04_C2""]","[""W184_V05_P09"", ""W184_V05_P04""]",yes
Q04784,W184,test,V06,retrieval_control,Control HOS-10-789-25: what is 427 + 477? Benchmark case TEST-HOS-10-789-25.,Answer 904 without corpus retrieval.,retrieval_not_needed,no,contact,,,,,,427 + 477 = 904.,yes,retrieval_control_arithmetic,[],[],no
Q04785,W185,test,V01,requirement,What information is required before booking for reference HEA-10-826 in V01? Benchmark case TEST-HEA-10-826-00.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V01) is defined on the requirements page: Reference HEA-10-826-01-06-67589 governs the eligibility and requirements for Aurora Healthcare Central. The membership workflow supports booking and records membership information under the Central operating profile. Version 1 specifies a threshold of 18 units and a listed service value of 441 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 61 minutes. For rescheduling, the requester follows the site-specific verification route associated with reference HEA-10-826-01-06-67589.",yes,requirement_doc,"[""W185_V01_P06_C1"", ""W185_V01_P06_C2""]","[""W185_V01_P06""]",yes
Q04786,W185,test,V02,stale,"If the index still contains V01 for HEA-10-826, can it safely answer a current question about session? Benchmark case TEST-HEA-10-826-01.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V01,V02,V01,ST1937,,"Stale: the index contains V01 while the current release is V02; selective refresh of the schedule page chunks [W185_V01_P07_C1, W185_V01_P07_C2, W185_V02_P07_C1, W185_V02_P07_C2] from V01 to V02 is required before answering.",yes,stale_case_linked,"[""W185_V01_P07_C1"", ""W185_V01_P07_C2"", ""W185_V02_P07_C1"", ""W185_V02_P07_C2""]","[""W185_V01_P07"", ""W185_V02_P07""]",yes
Q04787,W185,test,V03,conflict,"If an older security snapshot disagrees with the latest HEA-10-826 release about booking, which source should govern the answer? Benchmark case TEST-HEA-10-826-02.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security,V01,V03,V01,,CF0185,The latest authoritative security release (V03) governs; the older snapshot (V01) is superseded. Conflict resolution rule: prefer the current authoritative source and cite it.,yes,conflict_prefer_current,"[""W185_V03_P08_C1"", ""W185_V03_P08_C2""]","[""W185_V01_P08"", ""W185_V03_P08""]",yes
Q04788,W185,test,V04,multi_document,"For HEA-10-826, combine the services and support guidance to explain how booking is handled. Benchmark case TEST-HEA-10-826-03.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V04): services page says Reference HEA-10-826-04-09-71555 governs the available services for Aurora Healthcare Central. The membership workflow supports verification and records membership information under the Central operating profile. Version 4 specifies a threshold of 34 units and a listed service value of 197 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 45 minutes. For rescheduling, the requester follows the site-specific verification route associated with reference HEA-10-826-04-09-71555. support page says Reference HEA-10-826-04-04-69990 governs the support procedure for Aurora Healthcare Central. The session workflow supports cancellation and records record information under the Central operating profile. Version 4 specifies a threshold of 49 units and a listed service value of 316 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 109 minutes. For rescheduling, the requester follows the site-specific verification route associated with reference HEA-10-826-04-04-69990.",yes,multi_document_services_support,"[""W185_V04_P09_C1"", ""W185_V04_P09_C2"", ""W185_V04_P04_C1"", ""W185_V04_P04_C2""]","[""W185_V04_P09"", ""W185_V04_P04""]",yes
Q04789,W185,test,V05,retrieval_control,Control HEA-10-826-04: what is 333 + 583? Benchmark case TEST-HEA-10-826-04.,Answer 916 without corpus retrieval.,retrieval_not_needed,no,contact,,,,,,333 + 583 = 916.,yes,retrieval_control_arithmetic,[],[],no
Q04790,W185,test,V06,freshness,"For Aurora Healthcare Central (HEA-10-826), what is the current published value associated with session in version V06? Benchmark case TEST-HEA-10-826-05.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview,,,,,,"The current published value in V06 for the overview page: threshold 22 units, listed service value 132 units (reference HEA-10-826-06-01-71069, Central profile).",yes,freshness_overview_doc,"[""W185_V06_P01_C1"", ""W185_V06_P01_C2""]","[""W185_V06_P01""]",yes
Q04791,W185,test,V07,historical,"In website HEA-10-826, what did the pricing guidance say in V07, and how is that different from the current release? Benchmark case TEST-HEA-10-826-06.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing,V07,,,,,"In V07 the pricing guidance was: Reference HEA-10-826-07-02-72391 governs the pricing and commercial terms for Aurora Healthcare Central. The record workflow supports rescheduling and records referral information under the Central operating profile. Version 7 specifies a threshold of 80 units and a listed service value of 191 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 157 minutes. For booking, the requester follows the site-specific verification route associated with reference HEA-10-826-07-02-72391. Difference from the current release (V10): workflow: 'record' -> 'appointment'; action1: 'rescheduling' -> 'review'; record: 'referral' -> 'care plan'; action2: 'booking' -> 'cancellation'; th: '80' -> '26'; sv: '191' -> '271'; day: 'Friday' -> 'Monday'; time: '11:00' -> '07:00'; min: '157' -> '107'.",yes,historical_pricing_doc_and_diff,"[""W185_V07_P02_C1"", ""W185_V07_P02_C2""]","[""W185_V07_P02"", ""W185_V10_P02""]",yes
Q04792,W185,test,V08,comparison,"Between V07 and V08, what changed for the session workflow on HEA-10-826? Benchmark case TEST-HEA-10-826-07.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy,V07,V08,,,,Between V07 and V08 the policy page changed in: workflow: 'care plan' -> 'referral'; action1: 'rescheduling' -> 'booking'; record: 'care plan' -> 'referral'; action2: 'review' -> 'verification'; th: '77' -> '59'; sv: '83' -> '250'; day: 'Wednesday' -> 'Thursday'; time: '09:00' -> '10:00'; min: '108' -> '31'.,yes,comparison_policy_doc_diff,"[""W185_V07_P03_C1"", ""W185_V07_P03_C2"", ""W185_V08_P03_C1"", ""W185_V08_P03_C2""]","[""W185_V07_P03"", ""W185_V08_P03""]",yes
Q04793,W185,test,V09,change_detection,Which lifecycle change type should be assigned to the V09 update affecting booking on HEA-10-826? Benchmark case TEST-HEA-10-826-08.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support,V08,V09,,,,The V09 support update is classified as semantic.,yes,change_detection_changes_lookup,"[""W185_V09_P04_C1"", ""W185_V09_P04_C2""]","[""W185_V09_P04""]",yes
Q04794,W185,test,V10,policy,What is the current operating rule for booking in the Central profile of Aurora Healthcare Central? Benchmark case TEST-HEA-10-826-09.,Use the latest authoritative policy content.,retrieval_needed,yes,faq,,,,,,"The current operating rule (V10) recorded on the FAQ page is: Reference HEA-10-826-10-05-76357 governs the frequently asked questions for Aurora Healthcare Central. The record workflow supports cancellation and records appointment information under the Central operating profile. Version 10 specifies a threshold of 17 units and a listed service value of 368 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 141 minutes. For booking, the requester follows the site-specific verification route associated with reference HEA-10-826-10-05-76357.",yes,policy_faq_doc,"[""W185_V10_P05_C1"", ""W185_V10_P05_C2""]","[""W185_V10_P05""]",yes
Q04795,W185,test,V01,requirement,What information is required before booking for reference HEA-10-826 in V01? Benchmark case TEST-HEA-10-826-10.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V01) is defined on the requirements page: Reference HEA-10-826-01-06-67589 governs the eligibility and requirements for Aurora Healthcare Central. The membership workflow supports booking and records membership information under the Central operating profile. Version 1 specifies a threshold of 18 units and a listed service value of 441 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 61 minutes. For rescheduling, the requester follows the site-specific verification route associated with reference HEA-10-826-01-06-67589.",yes,requirement_doc,"[""W185_V01_P06_C1"", ""W185_V01_P06_C2""]","[""W185_V01_P06""]",yes
Q04796,W185,test,V02,stale,"If the index still contains V01 for HEA-10-826, can it safely answer a current question about session? Benchmark case TEST-HEA-10-826-11.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V01,V02,V01,ST1937,,"Stale: the index contains V01 while the current release is V02; selective refresh of the schedule page chunks [W185_V01_P07_C1, W185_V01_P07_C2, W185_V02_P07_C1, W185_V02_P07_C2] from V01 to V02 is required before answering.",yes,stale_case_linked,"[""W185_V01_P07_C1"", ""W185_V01_P07_C2"", ""W185_V02_P07_C1"", ""W185_V02_P07_C2""]","[""W185_V01_P07"", ""W185_V02_P07""]",yes
Q04797,W185,test,V03,conflict,"If an older security snapshot disagrees with the latest HEA-10-826 release about booking, which source should govern the answer? Benchmark case TEST-HEA-10-826-12.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security,V01,V03,V01,,CF0185,The latest authoritative security release (V03) governs; the older snapshot (V01) is superseded. Conflict resolution rule: prefer the current authoritative source and cite it.,yes,conflict_prefer_current,"[""W185_V03_P08_C1"", ""W185_V03_P08_C2""]","[""W185_V01_P08"", ""W185_V03_P08""]",yes
Q04798,W185,test,V04,multi_document,"For HEA-10-826, combine the services and support guidance to explain how booking is handled. Benchmark case TEST-HEA-10-826-13.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V04): services page says Reference HEA-10-826-04-09-71555 governs the available services for Aurora Healthcare Central. The membership workflow supports verification and records membership information under the Central operating profile. Version 4 specifies a threshold of 34 units and a listed service value of 197 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 45 minutes. For rescheduling, the requester follows the site-specific verification route associated with reference HEA-10-826-04-09-71555. support page says Reference HEA-10-826-04-04-69990 governs the support procedure for Aurora Healthcare Central. The session workflow supports cancellation and records record information under the Central operating profile. Version 4 specifies a threshold of 49 units and a listed service value of 316 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 109 minutes. For rescheduling, the requester follows the site-specific verification route associated with reference HEA-10-826-04-04-69990.",yes,multi_document_services_support,"[""W185_V04_P09_C1"", ""W185_V04_P09_C2"", ""W185_V04_P04_C1"", ""W185_V04_P04_C2""]","[""W185_V04_P09"", ""W185_V04_P04""]",yes
Q04799,W185,test,V05,retrieval_control,Control HEA-10-826-14: what is 803 + 553? Benchmark case TEST-HEA-10-826-14.,Answer 1356 without corpus retrieval.,retrieval_not_needed,no,contact,,,,,,803 + 553 = 1356.,yes,retrieval_control_arithmetic,[],[],no
Q04800,W185,test,V06,freshness,"For Aurora Healthcare Central (HEA-10-826), what is the current published value associated with session in version V06? Benchmark case TEST-HEA-10-826-15.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview,,,,,,"The current published value in V06 for the overview page: threshold 22 units, listed service value 132 units (reference HEA-10-826-06-01-71069, Central profile).",yes,freshness_overview_doc,"[""W185_V06_P01_C1"", ""W185_V06_P01_C2""]","[""W185_V06_P01""]",yes
Q04801,W185,test,V07,historical,"In website HEA-10-826, what did the pricing guidance say in V07, and how is that different from the current release? Benchmark case TEST-HEA-10-826-16.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing,V07,,,,,"In V07 the pricing guidance was: Reference HEA-10-826-07-02-72391 governs the pricing and commercial terms for Aurora Healthcare Central. The record workflow supports rescheduling and records referral information under the Central operating profile. Version 7 specifies a threshold of 80 units and a listed service value of 191 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 157 minutes. For booking, the requester follows the site-specific verification route associated with reference HEA-10-826-07-02-72391. Difference from the current release (V10): workflow: 'record' -> 'appointment'; action1: 'rescheduling' -> 'review'; record: 'referral' -> 'care plan'; action2: 'booking' -> 'cancellation'; th: '80' -> '26'; sv: '191' -> '271'; day: 'Friday' -> 'Monday'; time: '11:00' -> '07:00'; min: '157' -> '107'.",yes,historical_pricing_doc_and_diff,"[""W185_V07_P02_C1"", ""W185_V07_P02_C2""]","[""W185_V07_P02"", ""W185_V10_P02""]",yes
Q04802,W185,test,V08,comparison,"Between V07 and V08, what changed for the session workflow on HEA-10-826? Benchmark case TEST-HEA-10-826-17.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy,V07,V08,,,,Between V07 and V08 the policy page changed in: workflow: 'care plan' -> 'referral'; action1: 'rescheduling' -> 'booking'; record: 'care plan' -> 'referral'; action2: 'review' -> 'verification'; th: '77' -> '59'; sv: '83' -> '250'; day: 'Wednesday' -> 'Thursday'; time: '09:00' -> '10:00'; min: '108' -> '31'.,yes,comparison_policy_doc_diff,"[""W185_V07_P03_C1"", ""W185_V07_P03_C2"", ""W185_V08_P03_C1"", ""W185_V08_P03_C2""]","[""W185_V07_P03"", ""W185_V08_P03""]",yes
Q04803,W185,test,V09,change_detection,Which lifecycle change type should be assigned to the V09 update affecting booking on HEA-10-826? Benchmark case TEST-HEA-10-826-18.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support,V08,V09,,,,The V09 support update is classified as semantic.,yes,change_detection_changes_lookup,"[""W185_V09_P04_C1"", ""W185_V09_P04_C2""]","[""W185_V09_P04""]",yes
Q04804,W185,test,V10,policy,What is the current operating rule for booking in the Central profile of Aurora Healthcare Central? Benchmark case TEST-HEA-10-826-19.,Use the latest authoritative policy content.,retrieval_needed,yes,faq,,,,,,"The current operating rule (V10) recorded on the FAQ page is: Reference HEA-10-826-10-05-76357 governs the frequently asked questions for Aurora Healthcare Central. The record workflow supports cancellation and records appointment information under the Central operating profile. Version 10 specifies a threshold of 17 units and a listed service value of 368 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 141 minutes. For booking, the requester follows the site-specific verification route associated with reference HEA-10-826-10-05-76357.",yes,policy_faq_doc,"[""W185_V10_P05_C1"", ""W185_V10_P05_C2""]","[""W185_V10_P05""]",yes
Q04805,W185,test,V01,requirement,What information is required before booking for reference HEA-10-826 in V01? Benchmark case TEST-HEA-10-826-20.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V01) is defined on the requirements page: Reference HEA-10-826-01-06-67589 governs the eligibility and requirements for Aurora Healthcare Central. The membership workflow supports booking and records membership information under the Central operating profile. Version 1 specifies a threshold of 18 units and a listed service value of 441 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 61 minutes. For rescheduling, the requester follows the site-specific verification route associated with reference HEA-10-826-01-06-67589.",yes,requirement_doc,"[""W185_V01_P06_C1"", ""W185_V01_P06_C2""]","[""W185_V01_P06""]",yes
Q04806,W185,test,V02,stale,"If the index still contains V01 for HEA-10-826, can it safely answer a current question about session? Benchmark case TEST-HEA-10-826-21.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V01,V02,V01,ST1937,,"Stale: the index contains V01 while the current release is V02; selective refresh of the schedule page chunks [W185_V01_P07_C1, W185_V01_P07_C2, W185_V02_P07_C1, W185_V02_P07_C2] from V01 to V02 is required before answering.",yes,stale_case_linked,"[""W185_V01_P07_C1"", ""W185_V01_P07_C2"", ""W185_V02_P07_C1"", ""W185_V02_P07_C2""]","[""W185_V01_P07"", ""W185_V02_P07""]",yes
Q04807,W185,test,V03,conflict,"If an older security snapshot disagrees with the latest HEA-10-826 release about booking, which source should govern the answer? Benchmark case TEST-HEA-10-826-22.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security,V01,V03,V01,,CF0185,The latest authoritative security release (V03) governs; the older snapshot (V01) is superseded. Conflict resolution rule: prefer the current authoritative source and cite it.,yes,conflict_prefer_current,"[""W185_V03_P08_C1"", ""W185_V03_P08_C2""]","[""W185_V01_P08"", ""W185_V03_P08""]",yes
Q04808,W185,test,V04,multi_document,"For HEA-10-826, combine the services and support guidance to explain how booking is handled. Benchmark case TEST-HEA-10-826-23.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V04): services page says Reference HEA-10-826-04-09-71555 governs the available services for Aurora Healthcare Central. The membership workflow supports verification and records membership information under the Central operating profile. Version 4 specifies a threshold of 34 units and a listed service value of 197 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 45 minutes. For rescheduling, the requester follows the site-specific verification route associated with reference HEA-10-826-04-09-71555. support page says Reference HEA-10-826-04-04-69990 governs the support procedure for Aurora Healthcare Central. The session workflow supports cancellation and records record information under the Central operating profile. Version 4 specifies a threshold of 49 units and a listed service value of 316 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 109 minutes. For rescheduling, the requester follows the site-specific verification route associated with reference HEA-10-826-04-04-69990.",yes,multi_document_services_support,"[""W185_V04_P09_C1"", ""W185_V04_P09_C2"", ""W185_V04_P04_C1"", ""W185_V04_P04_C2""]","[""W185_V04_P09"", ""W185_V04_P04""]",yes
Q04809,W185,test,V05,retrieval_control,Control HEA-10-826-24: what is 373 + 523? Benchmark case TEST-HEA-10-826-24.,Answer 896 without corpus retrieval.,retrieval_not_needed,no,contact,,,,,,373 + 523 = 896.,yes,retrieval_control_arithmetic,[],[],no
Q04810,W185,test,V06,freshness,"For Aurora Healthcare Central (HEA-10-826), what is the current published value associated with session in version V06? Benchmark case TEST-HEA-10-826-25.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview,,,,,,"The current published value in V06 for the overview page: threshold 22 units, listed service value 132 units (reference HEA-10-826-06-01-71069, Central profile).",yes,freshness_overview_doc,"[""W185_V06_P01_C1"", ""W185_V06_P01_C2""]","[""W185_V06_P01""]",yes
Q04811,W186,test,V01,stale,"If the index still contains V01 for FIN-10-863, can it safely answer a current question about account? Benchmark case TEST-FIN-10-863-00.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V01,V01,V01,,,Safe: the index already contains the current release V01; it can answer the current question directly.,yes,stale_fresh_index_current,"[""W186_V01_P07_C1"", ""W186_V01_P07_C2"", ""W186_V01_P07_C1"", ""W186_V01_P07_C2""]","[""W186_V01_P07"", ""W186_V01_P07""]",yes
Q04812,W186,test,V02,conflict,"If an older security snapshot disagrees with the latest FIN-10-863 release about transfer, which source should govern the answer? Benchmark case TEST-FIN-10-863-01.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security,V01,V02,V01,,CF0186,The latest authoritative security release (V02) governs; the older snapshot (V01) is superseded. Conflict resolution rule: prefer the current authoritative source and cite it.,yes,conflict_prefer_current,"[""W186_V02_P08_C1"", ""W186_V02_P08_C2""]","[""W186_V01_P08"", ""W186_V02_P08""]",yes
