question_id,website_id,split,target_version,question_type,question,expected_behavior,retrieval_label,freshness_sensitive,source_page_type
Q03352,W129,train,V04,comparison,"Between V03 and V04, what changed for the order workflow on ECO-07-748? Benchmark case TRAIN-ECO-07-748-23.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03353,W129,train,V05,change_detection,Which lifecycle change type should be assigned to the V05 update affecting cancellation on ECO-07-748? Benchmark case TRAIN-ECO-07-748-24.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03354,W129,train,V06,policy,What is the current operating rule for cancellation in the River profile of Pioneer Ecommerce River? Benchmark case TRAIN-ECO-07-748-25.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03355,W130,train,V01,freshness,"For Pioneer Public Service Lakeside (PUB-07-785), what is the current published value associated with permit in version V01? Benchmark case TRAIN-PUB-07-785-00.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03356,W130,train,V02,historical,"In website PUB-07-785, what did the pricing guidance say in V02, and how is that different from the current release? Benchmark case TRAIN-PUB-07-785-01.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03357,W130,train,V03,comparison,"Between V02 and V03, what changed for the permit workflow on PUB-07-785? Benchmark case TRAIN-PUB-07-785-02.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03358,W130,train,V04,change_detection,Which lifecycle change type should be assigned to the V04 update affecting submission on PUB-07-785? Benchmark case TRAIN-PUB-07-785-03.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03359,W130,train,V05,policy,What is the current operating rule for submission in the Lakeside profile of Pioneer Public Service Lakeside? Benchmark case TRAIN-PUB-07-785-04.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03360,W130,train,V06,requirement,What information is required before submission for reference PUB-07-785 in V06? Benchmark case TRAIN-PUB-07-785-05.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03361,W130,train,V07,stale,"If the index still contains V05 for PUB-07-785, can it safely answer a current question about permit? Benchmark case TRAIN-PUB-07-785-06.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03362,W130,train,V08,conflict,"If an older security snapshot disagrees with the latest PUB-07-785 release about submission, which source should govern the answer? Benchmark case TRAIN-PUB-07-785-07.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03363,W130,train,V09,multi_document,"For PUB-07-785, combine the services and support guidance to explain how submission is handled. Benchmark case TRAIN-PUB-07-785-08.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03364,W130,train,V10,retrieval_control,Control PUB-07-785-09: what is 103 + 153? Benchmark case TRAIN-PUB-07-785-09.,Answer 256 without corpus retrieval.,retrieval_not_needed,no,contact
Q03365,W130,train,V01,freshness,"For Pioneer Public Service Lakeside (PUB-07-785), what is the current published value associated with permit in version V01? Benchmark case TRAIN-PUB-07-785-10.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03366,W130,train,V02,historical,"In website PUB-07-785, what did the pricing guidance say in V02, and how is that different from the current release? Benchmark case TRAIN-PUB-07-785-11.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03367,W130,train,V03,comparison,"Between V02 and V03, what changed for the permit workflow on PUB-07-785? Benchmark case TRAIN-PUB-07-785-12.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03368,W130,train,V04,change_detection,Which lifecycle change type should be assigned to the V04 update affecting submission on PUB-07-785? Benchmark case TRAIN-PUB-07-785-13.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03369,W130,train,V05,policy,What is the current operating rule for submission in the Lakeside profile of Pioneer Public Service Lakeside? Benchmark case TRAIN-PUB-07-785-14.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03370,W130,train,V06,requirement,What information is required before submission for reference PUB-07-785 in V06? Benchmark case TRAIN-PUB-07-785-15.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03371,W130,train,V07,stale,"If the index still contains V05 for PUB-07-785, can it safely answer a current question about permit? Benchmark case TRAIN-PUB-07-785-16.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03372,W130,train,V08,conflict,"If an older security snapshot disagrees with the latest PUB-07-785 release about submission, which source should govern the answer? Benchmark case TRAIN-PUB-07-785-17.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03373,W130,train,V09,multi_document,"For PUB-07-785, combine the services and support guidance to explain how submission is handled. Benchmark case TRAIN-PUB-07-785-18.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03374,W130,train,V10,retrieval_control,Control PUB-07-785-19: what is 573 + 123? Benchmark case TRAIN-PUB-07-785-19.,Answer 696 without corpus retrieval.,retrieval_not_needed,no,contact
Q03375,W130,train,V01,freshness,"For Pioneer Public Service Lakeside (PUB-07-785), what is the current published value associated with permit in version V01? Benchmark case TRAIN-PUB-07-785-20.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03376,W130,train,V02,historical,"In website PUB-07-785, what did the pricing guidance say in V02, and how is that different from the current release? Benchmark case TRAIN-PUB-07-785-21.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03377,W130,train,V03,comparison,"Between V02 and V03, what changed for the permit workflow on PUB-07-785? Benchmark case TRAIN-PUB-07-785-22.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03378,W130,train,V04,change_detection,Which lifecycle change type should be assigned to the V04 update affecting submission on PUB-07-785? Benchmark case TRAIN-PUB-07-785-23.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03379,W130,train,V05,policy,What is the current operating rule for submission in the Lakeside profile of Pioneer Public Service Lakeside? Benchmark case TRAIN-PUB-07-785-24.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03380,W130,train,V06,requirement,What information is required before submission for reference PUB-07-785 in V06? Benchmark case TRAIN-PUB-07-785-25.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03381,W131,train,V01,historical,"In website EVE-07-822, what did the pricing guidance say in V01, and how is that different from the current release? Benchmark case TRAIN-EVE-07-822-00.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03382,W131,train,V02,comparison,"Between V01 and V02, what changed for the venue workflow on EVE-07-822? Benchmark case TRAIN-EVE-07-822-01.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03383,W131,train,V03,change_detection,Which lifecycle change type should be assigned to the V03 update affecting transfer on EVE-07-822? Benchmark case TRAIN-EVE-07-822-02.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03384,W131,train,V04,policy,What is the current operating rule for transfer in the North profile of Pioneer Events North? Benchmark case TRAIN-EVE-07-822-03.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03385,W131,train,V05,requirement,What information is required before transfer for reference EVE-07-822 in V05? Benchmark case TRAIN-EVE-07-822-04.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03386,W131,train,V06,stale,"If the index still contains V04 for EVE-07-822, can it safely answer a current question about venue? Benchmark case TRAIN-EVE-07-822-05.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03387,W131,train,V07,conflict,"If an older security snapshot disagrees with the latest EVE-07-822 release about transfer, which source should govern the answer? Benchmark case TRAIN-EVE-07-822-06.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03388,W131,train,V08,multi_document,"For EVE-07-822, combine the services and support guidance to explain how transfer is handled. Benchmark case TRAIN-EVE-07-822-07.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03389,W131,train,V09,retrieval_control,Control EVE-07-822-08: what is 949 + 199? Benchmark case TRAIN-EVE-07-822-08.,Answer 1148 without corpus retrieval.,retrieval_not_needed,no,contact
Q03390,W131,train,V10,freshness,"For Pioneer Events North (EVE-07-822), what is the current published value associated with venue in version V10? Benchmark case TRAIN-EVE-07-822-09.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03391,W131,train,V01,historical,"In website EVE-07-822, what did the pricing guidance say in V01, and how is that different from the current release? Benchmark case TRAIN-EVE-07-822-10.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03392,W131,train,V02,comparison,"Between V01 and V02, what changed for the venue workflow on EVE-07-822? Benchmark case TRAIN-EVE-07-822-11.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03393,W131,train,V03,change_detection,Which lifecycle change type should be assigned to the V03 update affecting transfer on EVE-07-822? Benchmark case TRAIN-EVE-07-822-12.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03394,W131,train,V04,policy,What is the current operating rule for transfer in the North profile of Pioneer Events North? Benchmark case TRAIN-EVE-07-822-13.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03395,W131,train,V05,requirement,What information is required before transfer for reference EVE-07-822 in V05? Benchmark case TRAIN-EVE-07-822-14.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03396,W131,train,V06,stale,"If the index still contains V04 for EVE-07-822, can it safely answer a current question about venue? Benchmark case TRAIN-EVE-07-822-15.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03397,W131,train,V07,conflict,"If an older security snapshot disagrees with the latest EVE-07-822 release about transfer, which source should govern the answer? Benchmark case TRAIN-EVE-07-822-16.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03398,W131,train,V08,multi_document,"For EVE-07-822, combine the services and support guidance to explain how transfer is handled. Benchmark case TRAIN-EVE-07-822-17.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03399,W131,train,V09,retrieval_control,Control EVE-07-822-18: what is 519 + 169? Benchmark case TRAIN-EVE-07-822-18.,Answer 688 without corpus retrieval.,retrieval_not_needed,no,contact
Q03400,W131,train,V10,freshness,"For Pioneer Events North (EVE-07-822), what is the current published value associated with venue in version V10? Benchmark case TRAIN-EVE-07-822-19.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03401,W131,train,V01,historical,"In website EVE-07-822, what did the pricing guidance say in V01, and how is that different from the current release? Benchmark case TRAIN-EVE-07-822-20.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03402,W131,train,V02,comparison,"Between V01 and V02, what changed for the venue workflow on EVE-07-822? Benchmark case TRAIN-EVE-07-822-21.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03403,W131,train,V03,change_detection,Which lifecycle change type should be assigned to the V03 update affecting transfer on EVE-07-822? Benchmark case TRAIN-EVE-07-822-22.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03404,W131,train,V04,policy,What is the current operating rule for transfer in the North profile of Pioneer Events North? Benchmark case TRAIN-EVE-07-822-23.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03405,W131,train,V05,requirement,What information is required before transfer for reference EVE-07-822 in V05? Benchmark case TRAIN-EVE-07-822-24.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03406,W131,train,V06,stale,"If the index still contains V04 for EVE-07-822, can it safely answer a current question about venue? Benchmark case TRAIN-EVE-07-822-25.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03407,W132,train,V01,comparison,"Between V01 and V01, what changed for the menu item workflow on FOO-07-859? Benchmark case TRAIN-FOO-07-859-00.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03408,W132,train,V02,change_detection,Which lifecycle change type should be assigned to the V02 update affecting pickup on FOO-07-859? Benchmark case TRAIN-FOO-07-859-01.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03409,W132,train,V03,policy,What is the current operating rule for pickup in the South profile of Pioneer Food South? Benchmark case TRAIN-FOO-07-859-02.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03410,W132,train,V04,requirement,What information is required before pickup for reference FOO-07-859 in V04? Benchmark case TRAIN-FOO-07-859-03.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03411,W132,train,V05,stale,"If the index still contains V03 for FOO-07-859, can it safely answer a current question about menu item? Benchmark case TRAIN-FOO-07-859-04.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03412,W132,train,V06,conflict,"If an older security snapshot disagrees with the latest FOO-07-859 release about pickup, which source should govern the answer? Benchmark case TRAIN-FOO-07-859-05.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03413,W132,train,V07,multi_document,"For FOO-07-859, combine the services and support guidance to explain how pickup is handled. Benchmark case TRAIN-FOO-07-859-06.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03414,W132,train,V08,retrieval_control,Control FOO-07-859-07: what is 895 + 245? Benchmark case TRAIN-FOO-07-859-07.,Answer 1140 without corpus retrieval.,retrieval_not_needed,no,contact
Q03415,W132,train,V09,freshness,"For Pioneer Food South (FOO-07-859), what is the current published value associated with menu item in version V09? Benchmark case TRAIN-FOO-07-859-08.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03416,W132,train,V10,historical,"In website FOO-07-859, what did the pricing guidance say in V10, and how is that different from the current release? Benchmark case TRAIN-FOO-07-859-09.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03417,W132,train,V01,comparison,"Between V01 and V01, what changed for the menu item workflow on FOO-07-859? Benchmark case TRAIN-FOO-07-859-10.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03418,W132,train,V02,change_detection,Which lifecycle change type should be assigned to the V02 update affecting pickup on FOO-07-859? Benchmark case TRAIN-FOO-07-859-11.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03419,W132,train,V03,policy,What is the current operating rule for pickup in the South profile of Pioneer Food South? Benchmark case TRAIN-FOO-07-859-12.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03420,W132,train,V04,requirement,What information is required before pickup for reference FOO-07-859 in V04? Benchmark case TRAIN-FOO-07-859-13.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03421,W132,train,V05,stale,"If the index still contains V03 for FOO-07-859, can it safely answer a current question about menu item? Benchmark case TRAIN-FOO-07-859-14.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03422,W132,train,V06,conflict,"If an older security snapshot disagrees with the latest FOO-07-859 release about pickup, which source should govern the answer? Benchmark case TRAIN-FOO-07-859-15.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03423,W132,train,V07,multi_document,"For FOO-07-859, combine the services and support guidance to explain how pickup is handled. Benchmark case TRAIN-FOO-07-859-16.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03424,W132,train,V08,retrieval_control,Control FOO-07-859-17: what is 465 + 215? Benchmark case TRAIN-FOO-07-859-17.,Answer 680 without corpus retrieval.,retrieval_not_needed,no,contact
Q03425,W132,train,V09,freshness,"For Pioneer Food South (FOO-07-859), what is the current published value associated with menu item in version V09? Benchmark case TRAIN-FOO-07-859-18.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03426,W132,train,V10,historical,"In website FOO-07-859, what did the pricing guidance say in V10, and how is that different from the current release? Benchmark case TRAIN-FOO-07-859-19.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03427,W132,train,V01,comparison,"Between V01 and V01, what changed for the menu item workflow on FOO-07-859? Benchmark case TRAIN-FOO-07-859-20.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03428,W132,train,V02,change_detection,Which lifecycle change type should be assigned to the V02 update affecting pickup on FOO-07-859? Benchmark case TRAIN-FOO-07-859-21.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03429,W132,train,V03,policy,What is the current operating rule for pickup in the South profile of Pioneer Food South? Benchmark case TRAIN-FOO-07-859-22.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03430,W132,train,V04,requirement,What information is required before pickup for reference FOO-07-859 in V04? Benchmark case TRAIN-FOO-07-859-23.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03431,W132,train,V05,stale,"If the index still contains V03 for FOO-07-859, can it safely answer a current question about menu item? Benchmark case TRAIN-FOO-07-859-24.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03432,W132,train,V06,conflict,"If an older security snapshot disagrees with the latest FOO-07-859 release about pickup, which source should govern the answer? Benchmark case TRAIN-FOO-07-859-25.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03433,W133,train,V01,change_detection,Which lifecycle change type should be assigned to the V01 update affecting replacement on TEL-07-896? Benchmark case TRAIN-TEL-07-896-00.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03434,W133,train,V02,policy,What is the current operating rule for replacement in the East profile of Pioneer Telecom East? Benchmark case TRAIN-TEL-07-896-01.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03435,W133,train,V03,requirement,What information is required before replacement for reference TEL-07-896 in V03? Benchmark case TRAIN-TEL-07-896-02.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03436,W133,train,V04,stale,"If the index still contains V02 for TEL-07-896, can it safely answer a current question about bundle? Benchmark case TRAIN-TEL-07-896-03.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03437,W133,train,V05,conflict,"If an older security snapshot disagrees with the latest TEL-07-896 release about replacement, which source should govern the answer? Benchmark case TRAIN-TEL-07-896-04.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03438,W133,train,V06,multi_document,"For TEL-07-896, combine the services and support guidance to explain how replacement is handled. Benchmark case TRAIN-TEL-07-896-05.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03439,W133,train,V07,retrieval_control,Control TEL-07-896-06: what is 841 + 291? Benchmark case TRAIN-TEL-07-896-06.,Answer 1132 without corpus retrieval.,retrieval_not_needed,no,contact
Q03440,W133,train,V08,freshness,"For Pioneer Telecom East (TEL-07-896), what is the current published value associated with bundle in version V08? Benchmark case TRAIN-TEL-07-896-07.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03441,W133,train,V09,historical,"In website TEL-07-896, what did the pricing guidance say in V09, and how is that different from the current release? Benchmark case TRAIN-TEL-07-896-08.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03442,W133,train,V10,comparison,"Between V09 and V10, what changed for the bundle workflow on TEL-07-896? Benchmark case TRAIN-TEL-07-896-09.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03443,W133,train,V01,change_detection,Which lifecycle change type should be assigned to the V01 update affecting replacement on TEL-07-896? Benchmark case TRAIN-TEL-07-896-10.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03444,W133,train,V02,policy,What is the current operating rule for replacement in the East profile of Pioneer Telecom East? Benchmark case TRAIN-TEL-07-896-11.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03445,W133,train,V03,requirement,What information is required before replacement for reference TEL-07-896 in V03? Benchmark case TRAIN-TEL-07-896-12.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03446,W133,train,V04,stale,"If the index still contains V02 for TEL-07-896, can it safely answer a current question about bundle? Benchmark case TRAIN-TEL-07-896-13.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03447,W133,train,V05,conflict,"If an older security snapshot disagrees with the latest TEL-07-896 release about replacement, which source should govern the answer? Benchmark case TRAIN-TEL-07-896-14.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03448,W133,train,V06,multi_document,"For TEL-07-896, combine the services and support guidance to explain how replacement is handled. Benchmark case TRAIN-TEL-07-896-15.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03449,W133,train,V07,retrieval_control,Control TEL-07-896-16: what is 411 + 261? Benchmark case TRAIN-TEL-07-896-16.,Answer 672 without corpus retrieval.,retrieval_not_needed,no,contact
Q03450,W133,train,V08,freshness,"For Pioneer Telecom East (TEL-07-896), what is the current published value associated with bundle in version V08? Benchmark case TRAIN-TEL-07-896-17.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03451,W133,train,V09,historical,"In website TEL-07-896, what did the pricing guidance say in V09, and how is that different from the current release? Benchmark case TRAIN-TEL-07-896-18.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03452,W133,train,V10,comparison,"Between V09 and V10, what changed for the bundle workflow on TEL-07-896? Benchmark case TRAIN-TEL-07-896-19.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03453,W133,train,V01,change_detection,Which lifecycle change type should be assigned to the V01 update affecting replacement on TEL-07-896? Benchmark case TRAIN-TEL-07-896-20.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03454,W133,train,V02,policy,What is the current operating rule for replacement in the East profile of Pioneer Telecom East? Benchmark case TRAIN-TEL-07-896-21.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03455,W133,train,V03,requirement,What information is required before replacement for reference TEL-07-896 in V03? Benchmark case TRAIN-TEL-07-896-22.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03456,W133,train,V04,stale,"If the index still contains V02 for TEL-07-896, can it safely answer a current question about bundle? Benchmark case TRAIN-TEL-07-896-23.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03457,W133,train,V05,conflict,"If an older security snapshot disagrees with the latest TEL-07-896 release about replacement, which source should govern the answer? Benchmark case TRAIN-TEL-07-896-24.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03458,W133,train,V06,multi_document,"For TEL-07-896, combine the services and support guidance to explain how replacement is handled. Benchmark case TRAIN-TEL-07-896-25.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03459,W134,train,V01,policy,What is the current operating rule for reconnection in the West profile of Pioneer Utilities West? Benchmark case TRAIN-UTI-07-933-00.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03460,W134,train,V02,requirement,What information is required before reconnection for reference UTI-07-933 in V02? Benchmark case TRAIN-UTI-07-933-01.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03461,W134,train,V03,stale,"If the index still contains V01 for UTI-07-933, can it safely answer a current question about bill? Benchmark case TRAIN-UTI-07-933-02.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03462,W134,train,V04,conflict,"If an older security snapshot disagrees with the latest UTI-07-933 release about reconnection, which source should govern the answer? Benchmark case TRAIN-UTI-07-933-03.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03463,W134,train,V05,multi_document,"For UTI-07-933, combine the services and support guidance to explain how reconnection is handled. Benchmark case TRAIN-UTI-07-933-04.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03464,W134,train,V06,retrieval_control,Control UTI-07-933-05: what is 787 + 337? Benchmark case TRAIN-UTI-07-933-05.,Answer 1124 without corpus retrieval.,retrieval_not_needed,no,contact
Q03465,W134,train,V07,freshness,"For Pioneer Utilities West (UTI-07-933), what is the current published value associated with bill in version V07? Benchmark case TRAIN-UTI-07-933-06.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03466,W134,train,V08,historical,"In website UTI-07-933, what did the pricing guidance say in V08, and how is that different from the current release? Benchmark case TRAIN-UTI-07-933-07.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03467,W134,train,V09,comparison,"Between V08 and V09, what changed for the bill workflow on UTI-07-933? Benchmark case TRAIN-UTI-07-933-08.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03468,W134,train,V10,change_detection,Which lifecycle change type should be assigned to the V10 update affecting reconnection on UTI-07-933? Benchmark case TRAIN-UTI-07-933-09.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03469,W134,train,V01,policy,What is the current operating rule for reconnection in the West profile of Pioneer Utilities West? Benchmark case TRAIN-UTI-07-933-10.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03470,W134,train,V02,requirement,What information is required before reconnection for reference UTI-07-933 in V02? Benchmark case TRAIN-UTI-07-933-11.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03471,W134,train,V03,stale,"If the index still contains V01 for UTI-07-933, can it safely answer a current question about bill? Benchmark case TRAIN-UTI-07-933-12.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03472,W134,train,V04,conflict,"If an older security snapshot disagrees with the latest UTI-07-933 release about reconnection, which source should govern the answer? Benchmark case TRAIN-UTI-07-933-13.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03473,W134,train,V05,multi_document,"For UTI-07-933, combine the services and support guidance to explain how reconnection is handled. Benchmark case TRAIN-UTI-07-933-14.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03474,W134,train,V06,retrieval_control,Control UTI-07-933-15: what is 357 + 307? Benchmark case TRAIN-UTI-07-933-15.,Answer 664 without corpus retrieval.,retrieval_not_needed,no,contact
Q03475,W134,train,V07,freshness,"For Pioneer Utilities West (UTI-07-933), what is the current published value associated with bill in version V07? Benchmark case TRAIN-UTI-07-933-16.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q03476,W134,train,V08,historical,"In website UTI-07-933, what did the pricing guidance say in V08, and how is that different from the current release? Benchmark case TRAIN-UTI-07-933-17.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q03477,W134,train,V09,comparison,"Between V08 and V09, what changed for the bill workflow on UTI-07-933? Benchmark case TRAIN-UTI-07-933-18.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q03478,W134,train,V10,change_detection,Which lifecycle change type should be assigned to the V10 update affecting reconnection on UTI-07-933? Benchmark case TRAIN-UTI-07-933-19.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q03479,W134,train,V01,policy,What is the current operating rule for reconnection in the West profile of Pioneer Utilities West? Benchmark case TRAIN-UTI-07-933-20.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q03480,W134,train,V02,requirement,What information is required before reconnection for reference UTI-07-933 in V02? Benchmark case TRAIN-UTI-07-933-21.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q03481,W134,train,V03,stale,"If the index still contains V01 for UTI-07-933, can it safely answer a current question about bill? Benchmark case TRAIN-UTI-07-933-22.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q03482,W134,train,V04,conflict,"If an older security snapshot disagrees with the latest UTI-07-933 release about reconnection, which source should govern the answer? Benchmark case TRAIN-UTI-07-933-23.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q03483,W134,train,V05,multi_document,"For UTI-07-933, combine the services and support guidance to explain how reconnection is handled. Benchmark case TRAIN-UTI-07-933-24.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q03484,W134,train,V06,retrieval_control,Control UTI-07-933-25: what is 827 + 277? Benchmark case TRAIN-UTI-07-933-25.,Answer 1104 without corpus retrieval.,retrieval_not_needed,no,contact
Q03485,W135,train,V01,requirement,What information is required before booking for reference AUT-07-970 in V01? Benchmark case TRAIN-AUT-07-970-00.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
